registration_date,registration_country,purchase_count,purchase_count_delivery,purchase_count_takeaway,first_purchase_day,last_purchase_day,user_id,breakfast_purchases,lunch_purchases,evening_purchases,dinner_purchases,late_night_purchases,total_purchases_eur,distinct_purchase_venue_count,min_purchase_value_eur,max_purchase_value_eur,avg_purchase_value_eur,preferred_device,ios_purchases,web_purchases,android_purchases,user_has_valid_payment_method,most_common_hour_of_the_day_to_purchase,most_common_weekday_to_purchase,average_delivery_distance_kms,general merchandise,grocery,pet supplies,restaurant,retail store,recencia,frequencia,monetariedade,recencia_score,frequencia_score,monetariedade_score,rfm_score,segmento,categoria_rfm,cluster
2019-09-08,DNK,1,1.0,0.0,2019-09-08,2019-09-08,6106,0.0,0.0,0.0,1.0,0.0,36.432,1.0,36.504,36.576,36.432,web,0.0,1.0,0.0,True,21.0,6.0,8.626,0,0,0,1,0,421,1,36.432,1,1,2,11,adormecidos,inativos,0
2019-09-08,FIN,2,1.0,1.0,2019-09-26,2019-10-30,6109,0.0,2.0,0.0,0.0,0.0,44.528,2.0,13.182,31.496,22.264,ios,2.0,0.0,0.0,False,0.0,4.0,2.197,0,0,0,2,0,369,2,44.528,2,2,2,22,adormecidos,inativos,3
2019-09-08,DNK,3,0.0,3.0,2020-06-05,2020-07-10,6110,0.0,0.0,0.0,3.0,0.0,49.588,2.0,10.14,21.336,16.192,web,3.0,0.0,0.0,False,1.0,7.0,2.571,0,0,0,3,0,115,3,49.588,3,3,2,33,precisam_de_carinho,em_risco,2
2019-09-08,DNK,10,7.0,3.0,2019-09-08,2020-10-24,6111,0.0,5.0,0.0,5.0,0.0,187.22,4.0,11.154,36.576,19.228,web,0.0,1.0,9.0,True,13.0,5.0,3.614,0,0,0,5,5,9,10,187.22,5,5,4,55,aliados_ouro,otimos_clientes,1
2019-09-08,DNK,3,3.0,0.0,2019-09-08,2020-10-04,6113,0.0,0.0,0.0,3.0,0.0,67.804,2.0,19.266,27.432,22.264,ios,3.0,0.0,0.0,True,17.0,7.0,11.347,0,0,0,3,0,29,3,67.804,4,3,3,43,quase_fieis,otimos_clientes,2
2019-09-08,DNK,1,1.0,0.0,2019-09-08,2019-09-08,6114,0.0,0.0,0.0,1.0,0.0,75.9,1.0,76.05,76.2,75.9,android,0.0,0.0,1.0,False,12.0,1.0,6.947,0,0,0,1,0,421,1,75.9,1,1,3,11,adormecidos,inativos,0
2019-09-08,DNK,4,3.0,1.0,2019-09-08,2020-10-18,6115,0.0,0.0,0.0,4.0,0.0,135.608,2.0,4.056,49.784,33.396,ios,4.0,0.0,0.0,False,23.0,2.0,0.972,0,0,0,4,0,15,4,135.608,5,4,4,54,aliados_ouro,otimos_clientes,1
2019-09-08,GRC,1,1.0,0.0,2020-09-24,2020-09-24,6117,0.0,1.0,0.0,0.0,0.0,6.072,1.0,6.084,6.096,6.072,ios,1.0,0.0,0.0,False,7.0,4.0,10.763,0,0,0,1,0,39,1,6.072,4,1,1,41,promissores,otimos_clientes,2
2019-09-08,FIN,5,4.0,1.0,2019-09-09,2020-08-19,6118,0.0,3.0,0.0,2.0,0.0,150.788,4.0,14.196,67.056,30.36,ios,5.0,0.0,0.0,True,2.0,3.0,11.671,0,0,0,5,0,75,5,150.788,4,4,4,44,parceiros_longa_data,otimos_clientes,1
2019-09-08,DNK,3,0.0,3.0,2019-09-15,2019-10-06,6121,0.0,0.0,0.0,3.0,0.0,29.348,2.0,7.098,14.224,10.12,android,0.0,0.0,3.0,False,11.0,1.0,8.214,0,0,0,3,0,393,3,29.348,2,3,2,23,em_risco,em_risco,3
2019-09-08,FIN,8,8.0,0.0,2019-09-08,2020-10-06,6123,0.0,2.0,2.0,4.0,0.0,162.932,3.0,15.21,30.48,20.24,android,0.0,0.0,8.0,True,21.0,3.0,4.885,0,0,0,4,4,27,8,162.932,4,4,4,44,parceiros_longa_data,otimos_clientes,1
2019-09-08,FIN,1,1.0,0.0,2019-09-08,2019-09-08,6124,0.0,0.0,0.0,1.0,0.0,21.252,1.0,21.294,21.336,21.252,android,0.0,0.0,1.0,False,0.0,6.0,1.74,0,0,0,1,0,421,1,21.252,1,1,1,11,adormecidos,inativos,0
2019-09-08,DNK,2,2.0,0.0,2019-09-08,2020-03-28,6125,0.0,0.0,0.0,2.0,0.0,63.756,2.0,27.378,36.576,31.372,web,0.0,2.0,0.0,True,9.0,5.0,7.548,0,0,0,2,0,219,2,63.756,3,2,3,32,quase_inativos,inativos,3
2019-09-08,DNK,1,1.0,0.0,2019-09-08,2019-09-08,6126,0.0,0.0,0.0,1.0,0.0,33.396,1.0,33.462,33.528,33.396,ios,1.0,0.0,0.0,False,16.0,2.0,6.202,0,0,0,1,0,421,1,33.396,1,1,2,11,adormecidos,inativos,0
2019-09-08,GRC,3,3.0,0.0,2020-02-07,2020-03-30,6127,0.0,0.0,3.0,0.0,0.0,27.324,3.0,8.112,12.192,9.108,android,0.0,0.0,3.0,True,2.0,4.0,2.361,0,0,0,3,0,217,3,27.324,3,3,1,33,precisam_de_carinho,em_risco,2
2019-09-08,FIN,2,2.0,0.0,2019-09-08,2020-06-19,6128,0.0,1.0,1.0,0.0,0.0,47.564,2.0,19.266,28.448,23.276,ios,2.0,0.0,0.0,True,10.0,4.0,8.965,0,0,0,2,0,136,2,47.564,3,2,2,32,quase_inativos,inativos,2
2019-09-08,FIN,1,1.0,0.0,2019-09-08,2019-09-08,6130,0.0,0.0,1.0,0.0,0.0,22.264,1.0,22.308,22.352,22.264,ios,1.0,0.0,0.0,True,20.0,3.0,9.98,0,0,0,1,0,421,1,22.264,1,1,1,11,adormecidos,inativos,0
2019-09-08,FIN,25,20.0,5.0,2019-11-09,2020-10-30,6131,0.0,14.0,0.0,11.0,0.0,1381.38,14.0,15.21,301.752,55.66,ios,25.0,0.0,0.0,True,4.0,4.0,9.818,1,12,0,12,0,3,25,1381.38,5,5,5,55,aliados_ouro,otimos_clientes,1
2019-09-08,DNK,32,32.0,0.0,2020-03-20,2020-10-30,6132,1.0,13.0,0.0,17.0,0.0,1003.904,15.0,20.28,62.992,31.372,android,0.0,0.0,32.0,True,1.0,2.0,2.323,0,0,0,16,16,3,32,1003.904,5,5,5,55,aliados_ouro,otimos_clientes,1
2019-09-08,FIN,2,2.0,0.0,2019-09-08,2019-09-24,6134,0.0,0.0,1.0,1.0,0.0,76.912,1.0,37.518,39.624,38.456,ios,2.0,0.0,0.0,True,1.0,3.0,4.26,0,0,0,2,0,405,2,76.912,1,2,3,12,adormecidos,inativos,3
2019-09-08,DNK,1,1.0,0.0,2019-09-08,2019-09-08,6136,0.0,0.0,0.0,1.0,0.0,32.384,1.0,32.448,32.512,32.384,web,0.0,1.0,0.0,True,18.0,5.0,5.86,0,0,0,1,0,421,1,32.384,1,1,2,11,adormecidos,inativos,0
2019-09-08,DNK,1,1.0,0.0,2019-09-08,2019-09-08,6137,0.0,0.0,0.0,1.0,0.0,25.3,1.0,25.35,25.4,25.3,ios,1.0,0.0,0.0,False,14.0,5.0,1.199,0,0,0,1,0,421,1,25.3,1,1,1,11,adormecidos,inativos,0
2019-09-08,DNK,4,4.0,0.0,2020-05-09,2020-09-27,6138,0.0,1.0,0.0,3.0,0.0,115.368,4.0,24.336,31.496,29.348,android,0.0,0.0,4.0,True,1.0,5.0,7.264,0,0,0,4,0,36,4,115.368,4,4,4,44,parceiros_longa_data,otimos_clientes,1
2019-09-08,DNK,10,7.0,3.0,2019-11-06,2020-10-18,6139,0.0,5.0,0.0,5.0,0.0,216.568,9.0,11.154,47.752,21.252,ios,8.0,2.0,0.0,True,1.0,7.0,5.229,0,0,0,5,5,15,10,216.568,5,5,4,55,aliados_ouro,otimos_clientes,1
2019-09-08,GRC,1,1.0,0.0,2020-04-13,2020-04-13,6141,0.0,0.0,1.0,0.0,0.0,6.072,1.0,6.084,6.096,6.072,android,0.0,0.0,1.0,True,1.0,2.0,4.391,0,0,0,1,0,203,1,6.072,3,1,1,31,quase_inativos,inativos,0
2019-09-08,FIN,1,1.0,0.0,2019-09-08,2019-09-08,6142,0.0,0.0,1.0,0.0,0.0,82.984,1.0,83.148,83.312,82.984,android,0.0,0.0,1.0,False,21.0,4.0,6.78,0,0,0,1,0,421,1,82.984,1,1,3,11,adormecidos,inativos,0
2019-09-08,GRC,15,15.0,0.0,2019-09-08,2020-10-12,6143,0.0,2.0,6.0,7.0,0.0,162.932,12.0,6.084,24.384,11.132,ios,15.0,0.0,0.0,True,17.0,2.0,2.369,1,7,0,7,0,21,15,162.932,5,5,4,55,aliados_ouro,otimos_clientes,1
2019-09-08,FIN,1,1.0,0.0,2020-05-15,2020-05-15,6144,0.0,0.0,1.0,0.0,0.0,19.228,1.0,19.266,19.304,19.228,android,0.0,0.0,1.0,False,6.0,1.0,4.067,0,0,0,1,0,171,1,19.228,3,1,1,31,quase_inativos,inativos,2
2019-09-08,DNK,1,1.0,0.0,2019-09-08,2019-09-08,6145,0.0,0.0,0.0,1.0,0.0,33.396,1.0,33.462,33.528,33.396,web,0.0,1.0,0.0,True,13.0,7.0,9.195,0,0,0,1,0,421,1,33.396,1,1,2,11,adormecidos,inativos,0
2019-09-08,DNK,4,4.0,0.0,2019-09-08,2020-10-18,6146,0.0,2.0,0.0,2.0,0.0,88.044,4.0,18.252,26.416,22.264,ios,4.0,0.0,0.0,False,17.0,5.0,6.652,0,0,0,4,0,15,4,88.044,5,4,3,54,aliados_ouro,otimos_clientes,1
2019-09-08,FIN,1,1.0,0.0,2019-09-08,2019-09-08,6147,0.0,0.0,1.0,0.0,0.0,12.144,1.0,12.168,12.192,12.144,web,0.0,0.0,1.0,True,11.0,7.0,6.809,0,0,0,1,0,421,1,12.144,1,1,1,11,adormecidos,inativos,0
2019-09-08,FIN,1,1.0,0.0,2020-01-02,2020-01-02,6150,0.0,0.0,0.0,1.0,0.0,18.216,1.0,18.252,18.288,18.216,ios,1.0,0.0,0.0,True,21.0,4.0,6.218,0,0,0,1,0,305,1,18.216,2,1,1,21,adormecidos,inativos,0
2019-09-08,GRC,3,3.0,0.0,2020-03-02,2020-10-03,6151,0.0,2.0,0.0,1.0,0.0,52.624,3.0,9.126,26.416,17.204,android,0.0,0.0,3.0,True,17.0,1.0,7.11,0,0,0,3,0,30,3,52.624,4,3,2,43,quase_fieis,otimos_clientes,2
2019-09-08,DNK,2,2.0,0.0,2019-09-08,2019-12-06,6152,0.0,0.0,0.0,2.0,0.0,54.648,1.0,26.364,28.448,27.324,web,0.0,2.0,0.0,True,22.0,6.0,4.714,0,0,0,2,0,332,2,54.648,2,2,3,22,adormecidos,inativos,3
2019-09-08,FIN,1,1.0,0.0,2019-10-19,2019-10-19,6155,0.0,1.0,0.0,0.0,0.0,16.192,1.0,16.224,16.256,16.192,android,0.0,0.0,1.0,True,9.0,7.0,7.974,0,0,0,1,0,380,1,16.192,2,1,1,21,adormecidos,inativos,0
2019-09-08,DNK,1,1.0,0.0,2019-09-08,2019-09-08,6158,0.0,0.0,0.0,1.0,0.0,25.3,1.0,25.35,25.4,25.3,web,0.0,1.0,0.0,True,9.0,4.0,5.585,0,0,0,1,0,421,1,25.3,1,1,1,11,adormecidos,inativos,0
2019-09-08,DNK,8,7.0,1.0,2019-09-11,2019-11-11,6159,0.0,4.0,0.0,4.0,0.0,234.784,6.0,16.224,39.624,29.348,ios,8.0,0.0,0.0,False,11.0,3.0,10.982,0,0,0,4,4,357,8,234.784,2,4,4,24,em_risco,em_risco,3
2019-09-08,FIN,1,1.0,0.0,2019-10-27,2019-10-27,6160,0.0,1.0,0.0,0.0,0.0,14.168,1.0,14.196,14.224,14.168,ios,1.0,0.0,0.0,True,17.0,3.0,11.575,0,0,0,1,0,372,1,14.168,2,1,1,21,adormecidos,inativos,0
2019-09-08,FIN,1,1.0,0.0,2020-05-10,2020-05-10,6164,0.0,1.0,0.0,0.0,0.0,62.744,1.0,62.868,62.992,62.744,android,0.0,1.0,0.0,True,13.0,2.0,11.972,0,0,0,1,0,176,1,62.744,3,1,3,31,quase_inativos,inativos,2
2019-09-08,DNK,1,1.0,0.0,2019-10-16,2019-10-16,6165,0.0,0.0,0.0,1.0,0.0,29.348,1.0,29.406,29.464,29.348,ios,1.0,0.0,0.0,True,10.0,7.0,4.641,0,0,0,1,0,383,1,29.348,2,1,2,21,adormecidos,inativos,0
2019-09-08,DNK,3,3.0,0.0,2019-09-08,2020-01-19,6168,0.0,0.0,0.0,3.0,0.0,115.368,3.0,27.378,61.976,38.456,web,0.0,3.0,0.0,True,17.0,6.0,3.727,0,0,0,3,0,288,3,115.368,2,3,4,23,em_risco,em_risco,3
2019-09-08,DNK,2,2.0,0.0,2019-09-08,2019-09-22,6171,0.0,0.0,0.0,2.0,0.0,39.468,2.0,19.266,20.32,20.24,android,0.0,0.0,2.0,False,16.0,7.0,10.643,0,0,0,2,0,407,2,39.468,1,2,2,12,adormecidos,inativos,0
2019-09-08,DNK,1,1.0,0.0,2019-09-08,2019-09-08,6172,0.0,0.0,0.0,1.0,0.0,25.3,1.0,25.35,25.4,25.3,web,0.0,1.0,0.0,True,7.0,2.0,7.694,0,0,0,1,0,421,1,25.3,1,1,1,11,adormecidos,inativos,0
2019-09-08,FIN,29,25.0,4.0,2019-10-11,2020-08-31,6174,0.0,19.0,0.0,10.0,0.0,776.204,9.0,15.21,51.816,26.312,ios,29.0,0.0,0.0,False,8.0,1.0,1.534,1,14,0,14,0,63,29,776.204,4,5,5,45,parceiros_longa_data,otimos_clientes,1
2019-09-08,DNK,28,28.0,0.0,2019-09-08,2019-12-09,6175,0.0,9.0,0.0,19.0,0.0,563.684,12.0,15.21,36.576,20.24,ios,28.0,0.0,0.0,True,21.0,5.0,4.972,0,0,0,14,14,329,28,563.684,2,5,5,25,nao_podemos_perder,em_risco,1
2019-09-08,DNK,12,6.0,6.0,2019-10-20,2020-09-11,6177,0.0,2.0,0.0,10.0,0.0,349.14,6.0,17.238,58.928,29.348,ios,12.0,0.0,0.0,True,9.0,7.0,11.212,0,0,0,6,6,52,12,349.14,4,5,5,45,parceiros_longa_data,otimos_clientes,1
2019-09-08,DNK,1,1.0,0.0,2019-10-06,2019-10-06,6181,0.0,1.0,0.0,0.0,0.0,17.204,1.0,17.238,17.272,17.204,ios,1.0,0.0,0.0,False,3.0,6.0,2.727,0,0,0,1,0,393,1,17.204,2,1,1,21,adormecidos,inativos,0
2019-09-08,GRC,2,2.0,0.0,2019-11-06,2019-12-13,6183,0.0,0.0,2.0,0.0,0.0,20.24,2.0,8.112,12.192,10.12,ios,2.0,0.0,0.0,True,0.0,1.0,1.29,0,0,0,2,0,325,2,20.24,2,2,1,22,adormecidos,inativos,0
2019-09-08,FIN,1,1.0,0.0,2019-09-08,2019-09-08,6185,0.0,0.0,1.0,0.0,0.0,56.672,1.0,56.784,56.896,56.672,android,0.0,0.0,1.0,False,2.0,6.0,10.102,0,0,0,1,0,421,1,56.672,1,1,3,11,adormecidos,inativos,0
2019-09-08,FIN,21,19.0,2.0,2019-10-13,2020-10-27,6187,0.0,8.0,1.0,12.0,0.0,663.872,12.0,13.182,54.864,31.372,android,0.0,2.0,19.0,True,0.0,1.0,0.873,1,10,0,10,0,6,21,663.872,5,5,5,55,aliados_ouro,otimos_clientes,1
2019-09-08,FIN,1,1.0,0.0,2020-10-31,2020-10-31,6190,0.0,1.0,0.0,0.0,0.0,24.288,1.0,24.336,24.384,24.288,android,0.0,0.0,1.0,False,3.0,2.0,2.656,0,0,0,1,0,2,1,24.288,5,1,1,51,recem_chegados,otimos_clientes,2
2019-09-08,DNK,6,4.0,2.0,2019-09-08,2020-10-05,6191,0.0,0.0,1.0,5.0,0.0,222.64,6.0,22.308,50.8,37.444,android,0.0,0.0,6.0,False,19.0,3.0,11.171,0,0,0,3,3,28,6,222.64,4,4,4,44,parceiros_longa_data,otimos_clientes,1
2019-09-08,FIN,1,1.0,0.0,2019-10-02,2019-10-02,6194,0.0,0.0,0.0,1.0,0.0,15.18,1.0,15.21,15.24,15.18,ios,1.0,0.0,0.0,False,12.0,1.0,10.681,0,0,0,1,0,397,1,15.18,2,1,1,21,adormecidos,inativos,0
2019-09-08,FIN,2,1.0,1.0,2019-10-15,2020-08-28,6195,0.0,1.0,1.0,0.0,0.0,44.528,2.0,14.196,30.48,22.264,android,0.0,0.0,2.0,False,4.0,4.0,7.501,0,0,0,2,0,66,2,44.528,4,2,2,42,quase_fieis,otimos_clientes,2
2019-09-08,DNK,1,1.0,0.0,2020-05-01,2020-05-01,6197,0.0,0.0,0.0,1.0,0.0,47.564,1.0,47.658,47.752,47.564,android,0.0,0.0,1.0,False,1.0,3.0,8.45,0,0,0,1,0,185,1,47.564,3,1,2,31,quase_inativos,inativos,2
2019-09-08,FIN,3,3.0,0.0,2020-04-02,2020-05-19,6198,0.0,0.0,0.0,3.0,0.0,57.684,2.0,16.224,23.368,19.228,ios,0.0,0.0,3.0,True,13.0,3.0,6.373,0,0,0,3,0,167,3,57.684,3,3,3,33,precisam_de_carinho,em_risco,3
2019-09-08,DNK,5,5.0,0.0,2019-09-26,2020-04-11,6201,0.0,0.0,0.0,5.0,0.0,200.376,5.0,21.294,68.072,40.48,ios,5.0,0.0,0.0,False,22.0,7.0,9.631,0,0,0,5,0,205,5,200.376,3,4,4,34,parceiros_longa_data,otimos_clientes,3
2019-09-08,DNK,3,2.0,1.0,2019-10-06,2019-11-21,6208,0.0,1.0,0.0,2.0,0.0,71.852,1.0,11.154,31.496,24.288,ios,3.0,0.0,0.0,False,2.0,1.0,5.667,0,0,0,3,0,347,3,71.852,2,3,3,23,em_risco,em_risco,3
2019-09-08,FIN,1,1.0,0.0,2019-11-02,2019-11-02,6215,0.0,0.0,0.0,1.0,0.0,17.204,1.0,17.238,17.272,17.204,ios,1.0,0.0,0.0,False,2.0,7.0,4.014,0,0,0,1,0,366,1,17.204,2,1,1,21,adormecidos,inativos,0
2019-09-08,GRC,1,1.0,0.0,2019-09-20,2019-09-20,6225,0.0,1.0,0.0,0.0,0.0,6.072,1.0,6.084,6.096,6.072,android,0.0,0.0,1.0,True,2.0,1.0,1.693,0,0,0,1,0,409,1,6.072,1,1,1,11,adormecidos,inativos,0
2019-09-08,FIN,3,3.0,0.0,2019-12-16,2020-03-08,6228,0.0,2.0,0.0,1.0,0.0,97.152,2.0,29.406,34.544,32.384,android,0.0,0.0,3.0,False,16.0,4.0,0.457,0,0,0,3,0,239,3,97.152,3,3,3,33,precisam_de_carinho,em_risco,3
2019-09-09,GRC,7,7.0,0.0,2020-07-03,2020-10-29,6229,0.0,1.0,1.0,5.0,0.0,185.196,3.0,13.182,47.752,26.312,android,0.0,1.0,6.0,True,9.0,4.0,5.48,1,3,0,3,0,4,7,185.196,5,4,4,54,aliados_ouro,otimos_clientes,1
2019-09-09,GRC,12,12.0,0.0,2019-09-20,2020-10-27,6230,0.0,7.0,0.0,5.0,0.0,190.256,8.0,8.112,25.4,16.192,android,0.0,0.0,12.0,True,21.0,3.0,3.341,0,0,0,6,6,6,12,190.256,5,5,4,55,aliados_ouro,otimos_clientes,1
2019-09-09,FIN,4,4.0,0.0,2019-09-24,2019-10-29,6231,0.0,2.0,1.0,1.0,0.0,78.936,2.0,14.196,24.384,19.228,android,0.0,0.0,4.0,False,5.0,5.0,6.618,0,0,0,4,0,370,4,78.936,2,4,3,24,em_risco,em_risco,3
2019-09-09,FIN,4,2.0,2.0,2019-09-10,2020-06-28,6233,0.0,3.0,0.0,1.0,0.0,56.672,3.0,14.196,15.24,14.168,ios,4.0,0.0,0.0,False,20.0,2.0,8.387,0,0,0,4,0,127,4,56.672,3,4,3,34,parceiros_longa_data,otimos_clientes,2
2019-09-09,FIN,7,7.0,0.0,2020-03-22,2020-10-11,6237,0.0,6.0,0.0,1.0,0.0,408.848,3.0,47.658,65.024,58.696,ios,7.0,0.0,0.0,False,16.0,2.0,10.194,1,3,0,3,0,22,7,408.848,5,4,5,54,aliados_ouro,otimos_clientes,1
2019-09-09,GRC,3,3.0,0.0,2019-10-31,2020-10-25,6238,0.0,1.0,2.0,0.0,0.0,59.708,2.0,9.126,32.512,20.24,android,0.0,0.0,3.0,False,6.0,2.0,9.163,0,0,0,3,0,8,3,59.708,5,3,3,53,quase_fieis,otimos_clientes,2
2019-09-09,DNK,9,9.0,0.0,2020-02-29,2020-10-20,6243,0.0,0.0,0.0,9.0,0.0,373.428,6.0,23.322,57.912,41.492,android,0.0,0.0,9.0,True,18.0,3.0,7.236,1,4,0,4,0,13,9,373.428,5,5,5,55,aliados_ouro,otimos_clientes,1
2019-09-09,FIN,1,1.0,0.0,2020-07-18,2020-07-18,6244,0.0,0.0,0.0,1.0,0.0,17.204,1.0,17.238,17.272,17.204,ios,1.0,0.0,0.0,False,13.0,2.0,1.792,0,0,0,1,0,107,1,17.204,3,1,1,31,quase_inativos,inativos,2
2019-09-09,GRC,5,5.0,0.0,2019-09-10,2019-09-17,6245,3.0,1.0,0.0,1.0,0.0,44.528,4.0,6.084,10.16,9.108,ios,5.0,0.0,0.0,True,23.0,6.0,3.013,0,0,0,5,0,412,5,44.528,1,4,2,14,em_risco,em_risco,3
2019-09-09,FIN,8,7.0,1.0,2019-09-24,2020-07-03,6247,1.0,4.0,0.0,3.0,0.0,161.92,8.0,9.126,24.384,20.24,ios,8.0,0.0,0.0,True,20.0,4.0,7.007,0,0,0,4,4,122,8,161.92,3,4,4,34,parceiros_longa_data,otimos_clientes,1
2019-09-09,DNK,1,1.0,0.0,2020-08-09,2020-08-09,6248,0.0,1.0,0.0,0.0,0.0,59.708,1.0,59.826,59.944,59.708,android,0.0,1.0,0.0,True,5.0,5.0,3.511,0,0,0,1,0,85,1,59.708,4,1,3,41,promissores,otimos_clientes,2
2019-09-09,GRC,2,2.0,0.0,2019-09-09,2019-12-03,6251,2.0,0.0,0.0,0.0,0.0,27.324,2.0,8.112,19.304,13.156,android,0.0,1.0,1.0,True,21.0,2.0,9.49,0,0,0,2,0,335,2,27.324,2,2,1,22,adormecidos,inativos,0
2019-09-09,FIN,1,1.0,0.0,2020-08-10,2020-08-10,6253,0.0,1.0,0.0,0.0,0.0,15.18,1.0,15.21,15.24,15.18,ios,1.0,0.0,0.0,False,7.0,3.0,0.763,0,0,0,1,0,84,1,15.18,4,1,1,41,promissores,otimos_clientes,2
2019-09-09,FIN,4,4.0,0.0,2019-11-16,2020-06-14,6254,0.0,2.0,0.0,2.0,0.0,78.936,4.0,14.196,25.4,20.24,ios,4.0,0.0,0.0,True,5.0,3.0,6.715,0,0,0,4,0,141,4,78.936,3,4,3,34,parceiros_longa_data,otimos_clientes,3
2019-09-09,GRC,2,2.0,0.0,2020-01-25,2020-03-08,6255,0.0,2.0,0.0,0.0,0.0,16.192,2.0,6.084,10.16,8.096,android,0.0,0.0,2.0,True,16.0,7.0,9.626,0,0,0,2,0,239,2,16.192,3,2,1,32,quase_inativos,inativos,2
2019-09-09,FIN,1,0.0,1.0,2019-11-07,2019-11-07,6261,0.0,1.0,0.0,0.0,0.0,5.06,1.0,5.07,5.08,5.06,android,0.0,0.0,1.0,False,2.0,7.0,4.63,0,0,0,1,0,361,1,5.06,2,1,1,21,adormecidos,inativos,0
2019-09-09,GRC,1,1.0,0.0,2019-12-16,2019-12-16,6262,1.0,0.0,0.0,0.0,0.0,11.132,1.0,11.154,11.176,11.132,web,0.0,1.0,0.0,True,5.0,5.0,0.236,0,0,0,1,0,322,1,11.132,2,1,1,21,adormecidos,inativos,0
2019-09-09,FIN,19,8.0,11.0,2019-09-18,2020-10-29,6263,0.0,17.0,0.0,2.0,0.0,438.196,5.0,8.112,48.768,23.276,android,0.0,0.0,19.0,True,3.0,7.0,3.781,1,9,0,9,0,4,19,438.196,5,5,5,55,aliados_ouro,otimos_clientes,1
2019-09-09,FIN,1,1.0,0.0,2019-09-09,2019-09-09,6265,1.0,0.0,0.0,0.0,0.0,81.972,1.0,82.134,82.296,81.972,ios,1.0,0.0,0.0,True,17.0,5.0,3.675,0,0,0,1,0,420,1,81.972,1,1,3,11,adormecidos,inativos,0
2019-09-09,FIN,1,1.0,0.0,2019-09-09,2019-09-09,6269,1.0,0.0,0.0,0.0,0.0,14.168,1.0,14.196,14.224,14.168,ios,1.0,0.0,0.0,True,3.0,2.0,7.378,0,0,0,1,0,420,1,14.168,1,1,1,11,adormecidos,inativos,0
2019-09-09,FIN,54,50.0,4.0,2019-11-25,2020-10-28,6274,6.0,25.0,1.0,22.0,0.0,1125.344,16.0,13.182,54.864,21.252,ios,54.0,0.0,0.0,True,23.0,6.0,8.481,0,0,0,27,27,5,54,1125.344,5,5,5,55,aliados_ouro,otimos_clientes,1
2019-09-09,FIN,2,2.0,0.0,2019-09-09,2020-02-22,6280,0.0,2.0,0.0,0.0,0.0,71.852,1.0,30.42,42.672,36.432,ios,2.0,0.0,0.0,True,9.0,6.0,4.482,0,0,0,2,0,254,2,71.852,2,2,3,22,adormecidos,inativos,3
2019-09-09,FIN,1,1.0,0.0,2019-10-13,2019-10-13,6286,0.0,0.0,0.0,1.0,0.0,14.168,1.0,14.196,14.224,14.168,ios,1.0,0.0,0.0,True,8.0,5.0,10.923,0,0,0,1,0,386,1,14.168,2,1,1,21,adormecidos,inativos,0
2019-09-09,FIN,6,5.0,1.0,2019-12-13,2020-08-30,6294,0.0,4.0,0.0,2.0,0.0,251.988,2.0,31.434,46.736,41.492,android,0.0,0.0,6.0,False,11.0,1.0,2.375,0,0,0,3,3,64,6,251.988,4,4,5,44,parceiros_longa_data,otimos_clientes,1
2019-09-09,FIN,1,1.0,0.0,2019-09-09,2019-09-09,6296,0.0,1.0,0.0,0.0,0.0,32.384,1.0,32.448,32.512,32.384,ios,1.0,0.0,0.0,True,11.0,2.0,11.324,0,0,0,1,0,420,1,32.384,1,1,2,11,adormecidos,inativos,0
2019-09-09,FIN,1,1.0,0.0,2019-09-09,2019-09-09,6297,0.0,1.0,0.0,0.0,0.0,27.324,1.0,27.378,27.432,27.324,web,0.0,1.0,0.0,True,21.0,7.0,5.468,0,0,0,1,0,420,1,27.324,1,1,1,11,adormecidos,inativos,0
2019-09-09,GRC,7,6.0,1.0,2019-09-09,2020-10-04,6298,0.0,2.0,4.0,1.0,0.0,79.948,6.0,6.084,18.288,11.132,android,1.0,0.0,6.0,False,16.0,6.0,4.403,1,3,0,3,0,29,7,79.948,4,4,3,44,parceiros_longa_data,otimos_clientes,1
2019-09-09,DNK,4,4.0,0.0,2019-09-26,2020-04-02,6300,0.0,0.0,0.0,4.0,0.0,117.392,3.0,21.294,45.72,29.348,android,0.0,2.0,2.0,True,20.0,1.0,2.041,0,0,0,4,0,214,4,117.392,3,4,4,34,parceiros_longa_data,otimos_clientes,3
2019-09-09,FIN,8,8.0,0.0,2019-09-19,2019-11-24,6302,0.0,2.0,1.0,5.0,0.0,196.328,4.0,17.238,34.544,24.288,ios,8.0,0.0,0.0,True,11.0,4.0,6.482,0,0,0,4,4,344,8,196.328,2,4,4,24,em_risco,em_risco,3
2019-09-09,DNK,8,7.0,1.0,2019-09-09,2019-10-18,6304,0.0,6.0,0.0,2.0,0.0,237.82,4.0,18.252,45.72,29.348,ios,8.0,0.0,0.0,True,0.0,7.0,3.246,0,0,0,4,4,381,8,237.82,2,4,4,24,em_risco,em_risco,3
2019-09-09,GRC,11,11.0,0.0,2020-03-13,2020-10-23,6306,0.0,5.0,1.0,5.0,0.0,122.452,9.0,6.084,23.368,11.132,android,0.0,0.0,11.0,True,2.0,3.0,10.564,1,5,0,5,0,10,11,122.452,5,5,4,55,aliados_ouro,otimos_clientes,1
